20 380
0 0 2 1 1
0 2 1 3 2
0 4 2 5 0
0 6 2 7 0
0 8 0 9 2
0 10 0 11 3
0 12 2 13 2
0 14 0 15 0
0 16 4 17 0
0 18 0 19 2
0 5 0 2 0
0 3 3 8 1
0 1 2 12 0
0 13 2 14 1
0 17 1 4 2
0 11 3 18 2
0 19 6 10 1
0 15 1 6 3
0 7 3 0 2
0 9 0 16 2
0 12 1 19 1
0 10 0 5 0
0 18 3 17 1
0 14 1 1 2
0 4 2 13 2
0 16 1 7 0
0 6 2 9 1
0 2 1 11 2
0 8 4 15 2
0 0 0 3 3
0 1 1 16 2
0 9 0 14 2
0 13 1 10 1
0 11 2 4 0
0 17 0 12 1
0 7 2 8 2
0 19 2 2 1
0 5 2 18 3
0 15 0 0 2
0 6 2 3 1
0 3 1 16 2
0 19 3 8 0
0 4 4 1 2
0 11 4 5 1
0 2 1 18 2
0 10 0 9 1
0 6 1 0 2
0 12 1 15 0
0 13 1 17 3
0 14 2 7 2
0 8 1 6 1
0 1 3 10 1
0 9 0 2 0
0 15 4 4 0
0 0 1 12 1
0 16 3 14 0
0 5 0 19 5
0 7 1 3 2
0 17 0 11 0
0 18 2 13 0
0 17 3 0 1
0 18 2 6 0
0 19 2 7 0
0 13 3 8 0
0 2 0 1 2
0 10 0 3 2
0 12 2 14 0
0 11 1 16 1
0 5 1 15 2
0 4 2 9 1
0 7 1 17 0
0 3 1 5 0
0 1 1 13 2
0 9 0 12 1
0 15 1 10 1
0 6 0 4 4
0 0 3 2 2
0 8 1 18 5
0 14 0 11 3
0 16 0 19 0
0 11 2 0 2
0 19 5 15 0
0 4 0 14 0
0 17 0 3 1
0 2 0 7 1
0 5 4 8 2
0 12 0 6 2
0 10 0 16 1
0 13 2 9 0
0 18 3 1 1
0 14 0 2 0
0 16 4 5 1
0 6 3 10 0
0 8 0 4 3
0 7 1 12 0
0 1 1 17 1
0 9 2 18 2
0 15 0 11 4
0 0 2 13 1
0 3 0 19 1
0 4 1 0 2
0 13 3 7 1
0 17 4 15 2
0 2 1 6 0
0 5 0 1 1
0 18 1 16 1
0 12 2 3 3
0 19 6 14 1
0 11 3 9 1
0 10 1 8 0
0 5 2 7 1
0 1 0 15 0
0 14 1 6 1
0 2 2 4 1
0 10 1 17 1
0 9 0 3 1
0 16 2 8 0
0 11 0 13 0
0 18 1 12 1
0 19 3 0 1
0 13 1 5 0
0 0 0 9 0
0 17 0 19 4
0 6 0 16 3
0 8 3 14 2
0 7 1 1 1
0 3 3 11 1
0 4 1 18 2
0 12 0 10 2
0 15 1 2 2
0 5 2 12 1
0 19 3 4 1
0 1 2 6 0
0 9 2 15 0
0 2 0 17 3
0 10 1 7 2
0 14 2 0 2
0 11 2 8 0
0 18 4 3 2
0 16 1 13 0
0 4 2 10 1
0 17 3 5 1
0 7 3 9 1
0 6 1 19 2
0 13 1 2 1
0 15 1 16 3
0 8 1 1 1
0 12 2 11 1
0 3 3 14 1
0 0 2 18 2
0 4 0 16 4
0 18 1 10 0
0 15 1 7 0
0 0 4 8 1
0 17 3 9 2
0 5 1 14 0
0 11 2 19 0
0 1 0 3 2
0 2 1 12 2
0 13 2 6 2
0 19 3 13 1
0 3 1 15 0
0 9 1 1 0
0 6 3 5 2
0 12 2 4 0
0 10 0 2 1
0 8 0 17 2
0 14 3 18 2
0 7 1 11 2
0 16 3 0 1
0 12 0 16 2
0 18 3 15 1
0 19 2 9 3
0 4 2 7 0
0 11 0 1 1
0 17 0 6 2
0 2 0 8 0
0 10 1 14 3
0 5 1 0 5
0 13 2 3 6
0 8 1 12 1
0 3 5 4 0
0 1 2 19 1
0 9 0 5 0
0 15 1 13 5
0 0 3 10 1
0 16 4 2 0
0 7 1 18 1
0 6 1 11 2
0 14 1 17 2
0 3 1 12 3
0 1 0 5 1
0 6 1 2 1
0 7 1 13 0
0 8 1 10 0
0 16 5 18 1
0 9 0 11 1
0 15 2 17 0
0 14 1 19 3
0 0 4 4 1
0 13 0 1 1
0 18 4 8 1
0 5 0 3 3
0 11 0 14 0
0 17 2 7 2
0 12 0 9 2
0 10 1 15 2
0 4 3 6 3
0 2 0 0 2
0 19 2 16 1
0 17 1 18 0
0 1 1 14 2
0 9 1 6 2
0 15 2 8 1
0 5 0 10 0
0 7 0 16 1
0 11 2 2 1
0 13 2 4 0
0 3 0 0 1
0 19 3 12 0
0 12 4 1 3
0 14 2 13 1
0 4 2 17 0
0 0 2 7 1
0 16 4 9 3
0 6 0 15 0
0 2 3 5 0
0 18 2 11 0
0 10 0 19 3
0 8 1 3 2
0 18 2 5 1
0 8 4 7 2
0 10 0 13 1
0 12 3 17 0
0 0 2 15 2
0 2 2 19 1
0 14 1 9 1
0 4 4 11 0
0 3 2 6 1
0 16 1 1 1
0 3 1 2 0
0 9 2 8 0
0 13 1 12 3
0 15 1 14 1
0 11 5 10 0
0 7 0 6 0
0 5 2 4 0
0 1 0 0 1
0 19 3 18 1
0 17 1 16 1
0 13 0 19 2
0 8 0 0 3
0 9 1 17 1
0 14 1 5 2
0 16 3 4 0
0 6 1 13 0
0 10 1 18 2
0 7 1 15 3
0 3 3 1 1
0 19 6 11 0
0 12 1 2 1
0 17 3 8 1
0 5 1 6 5
0 15 2 3 1
0 4 1 12 1
0 2 2 10 0
0 1 1 9 4
0 18 2 14 0
0 0 0 16 0
0 1 2 7 1
0 5 0 13 3
0 10 1 12 0
0 2 2 15 0
0 18 5 4 1
0 14 2 8 0
0 19 1 17 0
0 9 1 0 3
0 16 5 6 0
0 11 2 3 0
0 3 1 18 1
0 15 1 9 3
0 4 0 19 1
0 0 3 14 2
0 7 1 10 0
0 12 2 5 0
0 17 2 2 0
0 6 2 1 1
0 8 1 11 2
0 13 0 16 0
0 9 1 7 2
0 1 3 8 1
0 14 2 3 1
0 2 3 13 2
0 5 2 17 0
0 10 0 4 2
0 19 3 6 1
0 16 4 15 2
0 11 1 12 1
0 18 2 0 0
0 15 1 1 2
0 4 2 2 2
0 17 4 10 3
0 8 1 16 2
0 13 2 11 0
0 8 0 19 2
0 1 2 4 0
0 9 2 10 0
0 15 2 12 0
